s_no,name,country_origin,flag,flag_basis,category_segment,hall,stand,source_url
611,Nudron IoT Solutions LLP,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,C3-32,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
612,Numismatics Academy (NAC) Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,E1-01,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
613,NumoData,United States,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""United States"".",IT & Communications,Hall 2,B2-45,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
614,Nxtgenix Solutions Private Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 3,C3-08,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
615,OBSBOТ,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,E5-120,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
616,Odoo,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 2,A2-06,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
617,OFR Telecom Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,B5-61,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
618,OM GARUDA GROUP,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Mobile Devices & Accessories,Hall 2,D2-26,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
619,Omnicomm Fuel Monitoring Technologies,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,A3-31,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
620,OmniWOT Technologies Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,A3-30,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
621,Online PSB Loans,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 2,B2-41,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
622,Onnyx Electronisys Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
623,OpenBusiness.ai,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,D4-09,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
624,Operisoft Technologies Pvt Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,C3-11,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
625,OPL Innovate,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 2,B2-41,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
626,OPTILINK NETWORK PVT LTD,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-86,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
627,Optitera,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,C5-130,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
628,ORGALIFE FOOD AND BEVERAGES PVT LTD,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P43A,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
629,Orient Systems,Russia,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Russia"".",IT & Communications,Hall 3,B3-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
630,ORIGINAL PRODUCTS PRIVATE LIMITED,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,D5-64,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
631,Orion eSolutions Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,G4-43,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
632,Oriona Global,United Arab Emirates,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""United Arab Emirates"".",Internet of Things,Hall 3,A3-30,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
633,OSEL,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,D5-62,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
634,Ovalon Solutions Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,E1-01,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
635,Oxygen Technologies Group Ltd.,Russia,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Russia"".",Artificial Intelligence,Hall 3,C3-75,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
636,PAPERZANIA,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Mobile Devices & Accessories,Hall 2,C2-23,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
637,Paramount Communications Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,D5-61,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
638,PARASMANI TECHNOLOGIES,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Mobile Devices & Accessories,Hall 2,D2-43,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
639,Parinaamaa.ai Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P28,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
640,Pathoscribeai,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P12,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
641,Pattanaik Capital Management Llp,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P21,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
642,PCA & GREEN-TECH,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,G4-30,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
643,Pergamon Labs,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,D4-08,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
644,Perovskite Powered Smart Textiles,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,E5-160,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
645,Pet Pooja,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 5,A5-88,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
646,Philiray Electronics Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Mobile Devices & Accessories,Hall 2,C2-36,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
647,Phison Electronics Corp,Taiwan,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Taiwan"".",IT & Communications,Hall 5,A5-150,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
648,PHP INFOSEC,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-59,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
649,PHP Radius,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-59,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
650,Pinnacle Mobility Solutions Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
651,PiTangent,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,D5-82,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
652,Planar JSC,Ukraine,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Ukraine"".",IoT & Embedded Tech,Hall 5,E5-93,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
653,PLANET Technology Corporation,Taiwan,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Taiwan"".",IT & Communications,Hall 5,A5-150,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
654,Playspots,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P29,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
655,Positive Technologies,Russia,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Russia"".",IT & Communications,Hall 3,B3-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
656,"Potron Technology Co.,Ltd.",China,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""China"".",IT & Communications,Hall 5,B5-127,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
657,PowerShield,New Zealand,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""New Zealand"".",IT & Communications,Hall 5,E5-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
658,PPLIO Technologies,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P30,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
659,Pragatipack Noida Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Mobile Devices & Accessories,Hall 2,D2-16,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
660,Prahantam Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P71,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
661,PrahiX,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,E4-24,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
662,PRAKASH CHAND PREM CHAND JAIN,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Mobile Devices & Accessories,Hall 2,D2-55,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
663,PRAMA INDIA PRIVATE LIMITED,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,E5-180,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
664,Pramaan,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,B5-111,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
665,Prayosha Food Services Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 5,A5-88,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
666,Presence 360,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,B5-135,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
667,Prime Finverse Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P22,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
668,"Production Firm ""LOGOS""",Russia,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Russia"".",IT & Communications,Hall 3,C3-75,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
669,Proeffico Solutions Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,B3-19,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
670,PROMPT ERP LIMITED,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,D4-03,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
671,Prosonic Technologies Pvt. Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,E5-90,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
672,Protomont Technologies LLP,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P68,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
673,Provis Technologies,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P109,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
674,PSYXI Machines LLP,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,A1-40,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
675,Puducherry Pavillion,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,G4-4,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
676,Pune Smart City Development Corporation Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Future Cities,Hall 1,A1-42,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
677,QAF Lab India,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 5,B5-114,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
678,QAWebPrints Infocorp LLP,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P31,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
679,QT Load,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,A3-55,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
680,Quadleo Techno Solution Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P32,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
681,Qualcomm India Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
682,Quantumweave Intelligence Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P33,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
683,Queclink Wireless Solution,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,A3-55,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
684,Qwikprint Technologies Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P87,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
685,R R Industries,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 5,D5-56,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
686,Rakon,New Zealand,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""New Zealand"".",IT & Communications,Hall 5,E5-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
687,Ranchi Smart City Corporation Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Future Cities,Hall 1,D1–39,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
688,Rankkking,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P90,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
689,Ranvox Technology Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P23,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
690,RAPIFUZZ Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,F4-40,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
