gjepc_exhibitor_id,name,origin_flag,country_or_origin,flag_basis,section,hall,stall,city_as_listed
EXH1058,IIG INSTITUTE OF GEM AND JEWELRY PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lab_edu,Hall Pavillion,JIO-D 8b,MUMBAI SUBURBAN
EXH1503,ILA CREATION PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-F 11h,AHMEDABAD
EXH2156,INDIAN INSTITUTE OF GEMS & JEWELLERY (IIGJ),INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2J 259D,
EXH1476,INDIANA JEWEL,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-L 22g,SURAT
EXH340,INDIANIA JEWELLERY COMPANY   PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AA 10d,COIMBATORE
EXH607,INDIGO PRINTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-X 44d,NEW DELHI
EXH616,INDIGO PRINTS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,allied,Hall Aurum,AU 001,NEW DELHI
EXH2157,INDRA-DE BEERS INDIA PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 481E,
EXH2166,INDRA-DE BEERS INDIA PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-R 29j,
EXH1522,INTERGEM EXPORTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AC 17a,JAIPUR
EXH2098,INTERNATIONAL GEMMOLOGICAL INSTITUTE (INDIA) LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall 6,6Q 101A,MUMBAI
EXH2100,INTERNATIONAL GEMMOLOGICAL INSTITUTE (INDIA) LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lab_edu,Hall Pavillion,JIO-D 8a,MUMBAI
EXH838,INTRIGUITY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall Aurum,AU 053,MUMBAI
EXH2133,INVIMEC SRL,FOREIGN,Italy (inferred from S.R.L./S.p.A. Italian legal-entity suffix in name; city field blank in source),"GJEPC exhibitor-list Section field = 'International Machinery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field blank in source; country inferred from Italian legal-entity suffix (S.R.L./S.p.A.) in company name",International Machinery,Hall 5,5U 583J,
EXH117,INVIZIO SOLUTIONS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,allied,Hall Aurum,AU 004,MUMBAI
EXH34,IQTEK SOFTWARE LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,allied,Hall Aurum,AU 013,NAVI MUMBAI
EXH701,IRA CORPORATION,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 571C,MUMBAI
EXH1824,IRA JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-U 37a,MUMBAI
EXH629,ISHA GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 247B,JAIPUR
EXH449,ISHI INDIA JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 245C,HYDERABAD
EXH2070,ISHTARA JEWELS L.L.C,FOREIGN,United Arab Emirates,"GJEPC exhibitor-list Section field = 'International Jewellery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field = 'DUBAI' -> country inferred",International Jewellery,Hall Pavillion,JIO-M 24b,DUBAI
EXH2128,ITALFIMET SRL,FOREIGN,Italy (inferred from S.R.L./S.p.A. Italian legal-entity suffix in name; city field blank in source),"GJEPC exhibitor-list Section field = 'International Machinery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field blank in source; country inferred from Italian legal-entity suffix (S.R.L./S.p.A.) in company name",International Machinery,Hall 5,5U 583E,
EXH2126,ITALIAN TRADE AGENCY,FOREIGN,"Italy (national trade promotion agency, name self-identifies)","GJEPC exhibitor-list Section field = 'International Machinery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); Company name self-identifies as Italy's national trade promotion agency",International Machinery,Hall 5,5U 522,
EXH2142,ITALIMPIANTI ORAFI SPA,FOREIGN,Italy,"GJEPC exhibitor-list Section field = 'International Machinery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field = 'ITALY' -> country inferred",International Machinery,Hall 5,5U 524,ITALY
EXH1533,J K JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 493F,MUMBAI
EXH1478,JAANVI JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3M 384B,MUMBAI
EXH1471,JAGDAMBA JEWELS EMPORIUM PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-L 19p,KOLKATA
EXH521,JAIN DIA MOUNTS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6K 068,NEW DELHI
EXH1763,JAINA DIAMOND AND GOLD PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lgd_jewellery,Hall Pavillion,JIO-Y 43i,GWALIOR
EXH1003,JAINAM CHAINS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-A 1c,MUMBAI
EXH1147,JAIPUR EMPORIUM INTERNATIONAL,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 225,JAIPUR
EXH1330,JAIPUR EMPORIUM JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 199,JAIPUR
EXH1016,JAIPUR JEWELLERY SHOW,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,allied,Hall Aurum,AU 039,JAIPUR
EXH538,JALAN JEWELLERS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6J 067,KOLKATA
EXH1001,JANVI GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6K 078B,SURAT
EXH1853,JASH DIAJEWELS PVT.LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 472D,MUMBAI
EXH1889,JATIN GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AB 13d,JAIPUR
EXH1302,JAYANTILAL JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3M 379B,MUMBAI
EXH1564,JENISHA JEWELS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-N 26d,MUMBAI
EXH526,JET GEMS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3N 400B,MUMBAI
EXH1491,JEVAR ORNAMENTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-J 18d,MUMBAI
EXH1388,JEWEL & CHAINZ,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-M 22j,MUMBAI
EXH1570,JEWEL CAST,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-D 5l,MUMBAI
EXH807,JEWEL DARSHAN,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-C 4q,MUMBAI
EXH587,JEWEL GOLDI (INDIA),INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3N 400D,MUMBAI
EXH2063,JEWEL HUB,FOREIGN,"Hong Kong SAR, China","GJEPC exhibitor-list Section field = 'International Loose' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field = 'HONG KONG' -> country inferred",International Loose,Hall LOTUS,JIO-AP 53e,HONG KONG
EXH1744,JEWEL N DESIGN,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-H 15f,MUMBAI
EXH683,JEWEL PARADISE,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 254D,JAIPUR
EXH474,JEWEL SAGA,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6M 086H,JAIPUR
EXH841,JEWEL TRADING,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-U 38e,MUMBAI
EXH1164,JEWELLERY BY SURANAS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AA 7a,JAIPUR
EXH1881,JEWELS N JOOLRY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6A 010,MUMBAI
EXH1275,JEWELS OF RAJPUTAANA,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AB 14d,DELHI
EXH780,JEWELSBY SPARK PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6P 097F,JAIPUR
EXH1222,JEWELSFREYA,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3Q 415A,SURAT
EXH1080,JEWELTECH,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5V 617,AHMEDABAD
EXH54,JEWELTECH INTERNATIONAL,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5V 616,MUMBAI
EXH309,JFC CREATIONS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-R 31e,KOLKATA
EXH1339,JH AND RH CHUDIWALA,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-C 6c,AHMEDABAD
EXH2015,JHALANI JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 151,JAIPUR
EXH294,JIA DIAMONDS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2J 259C,CHANDIGARH
EXH928,JINAYA JEWEL CAST LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 286,MUMBAI
EXH2071,JINEE JEWELS LIMITED,FOREIGN,"Hong Kong SAR, China","GJEPC exhibitor-list Section field = 'International Jewellery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field = 'HONG KONG' -> country inferred",International Jewellery,Hall Pavillion,JIO-N 25b,HONG KONG
EXH1022,JINEET GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AQ 55g,MUMBAI
EXH1871,JINESHWAR JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 490A,AHMEDABAD
EXH658,JINKUSHAL JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 500D,RAIPUR
EXH1479,JODHANI BROTHERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_diamonds,Hall Pavillion,JIO-J 17d,MUMBAI
EXH43,JOHARI GEMS & TOOLS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5V 575A,JAIPUR
EXH466,JPGEMS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AC 13b,MUMBAI
EXH1219,JS DIAMOND,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_diamonds,Hall Pavillion,JIO-F 12b,SURAT
EXH2079,JTR | JEWELLERY TECHNOLOGY RESEARCH,FOREIGN,Turkey,"GJEPC exhibitor-list Section field = 'International Jewellery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field = 'ISTANBUL' -> country inferred",International Jewellery,Hall Pavillion,JIO-Q 28j,ISTANBUL
EXH1095,JUNAGADH JEWELLERY PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 259B,AHMEDABAD
EXH2118,JUST PEARLS & JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AL 47f,MUMBAI
EXH1313,K C JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-M 22l,DELHI
EXH1328,K P SANGHVI INTERNATIONAL   PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AF 34a,MUMBAI
EXH321,K TECH ENTERPRISES,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5V 570A,MUMBAI
EXH45,K-JHIL SCIENTIFIC PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5V 571G,VAPI
EXH909,K. MADHU JEWELLERS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6R 130B,MUMBAI
EXH1123,K. RAJ ORNAMENTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-C 5c,MUMBAI
EXH1966,K.C. CRAFT,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3M 378C,THANE
EXH1062,K.G. GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AJ 44i,JAIPUR
EXH1132,K.G.K. CREATIONS (INDIA) PVT.  LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4S 480A,MUMBAI
EXH1214,K.J. GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3Q 431A,JAIPUR
EXH1590,K.K. GEMS TRADING COMPANY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AG 36b,JAIPUR
EXH451,K.K.SILVER,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-V 40a,JAIPUR
EXH681,K.TUSHAR DIAM,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_diamonds,Hall Pavillion,JIO-L 21d,SURAT
EXH1868,K.V. JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-P 27a,MUMBAI
EXH1860,KAILASHNATH & CO,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6P 103B,HYDERABAD
EXH609,KAKADIAM LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6R 125D,SURAT
EXH785,KALAVARNI JEWELS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6P 103D,AHMEDABAD
EXH2164,KALAVATHI JEWELLERSS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6P 098A,HYDERABAD
EXH976,KALINGA JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6G 048B,MUMBAI
EXH1183,KALISTA CARAT,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6K 079,SURAT
EXH1079,KALISTA JEWELS (I) PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3P 391D,MUMBAI
EXH303,KAMA JEWELRY PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4S 477B,MUMBAI
EXH1312,KAMAL NARNOLI JEWELWORKS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2J 271C,KOLKATA
EXH1407,KAMLA GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 489A,MUMBAI
EXH2,KANAK GEM & JEWELRY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-U 35h,JAIPUR
EXH1412,KANAK JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4S 491B,MUMBAI
EXH979,KANCHANS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-U 35k,PUNE
