name,country_iso3,country_label,city,email,homepage,rewriteId
Rudolf Koller GmbH,AUT,Austria,Vitis,office.vitis.at@rkoller.com,www.rkoller.com,rudolf-koller-gmbh
Koller Pool,CZE,Czech Republic,Prague 10,sales@kollerpool.eu,https://kollerpool.com/,kollerpool
"Kolpa, d.o.o. Metlika",SVN,Slovenia,Metlika,info@kolpa.si,www.kolpa.si,kolpa-doo
Komfovent GmbH,DEU,Germany,Velbert,info@komfovent.de,www.komfovent.de,komfovent-gmbh
Komfovent UAB,LTU,Lithuania,Vilnius,export@komfovent.com,www.komfovent.com,komfovent-uab
Komtherm GmbH,DEU,Germany,Detmold,vertrieb@komtherm.de,www.komtherm.de,komtherm-gmbh
Kontrolyum Otomasyon Sistemleri Sanayi Ticaret Limited Sirketi,TUR,Türkiye,Istanbul (Anatolia),info@kontrolyum.com,www.kontrolyum.com,kontrolyum-otomasyon-sistemleri-sanayi-ticaret-limited-sirketi
KONVEKA UAB,LTU,Lithuania,Kaunas,donatas@konveka.lt,www.konveka.com,konveka-uab
Konvey&ouml;r Beyaz Esya Otomotiv Sanayi Ticaret A.S.,TUR,Türkiye,Istanbul,ersin.keskin@konveyor.com,www.konveyor.com,konveyoer-beyaz-esya-otomotiv-sanayi-ticaret-as
Kosich GmbH,DEU,Germany,Mainburg,cniemetz@kosich-gmbh.de,www.kosich.de,kosich-gmbh
Kospel Sp. z o.o.,POL,Poland,Koszalin,m.sledz@kospel.pl,https://kospelglobal.com/,kospel-sp-z-oo
Kotar Sp. z o.o.,POL,Poland,Wolow,kotar@kotar.pl,www.kotar.pl,kotar-sp-z-oo
Kotrbaty V.M.Z. spol. s r.o.,CZE,Czech Republic,Pelhrimov,kotrbaty@kotrbaty.cz,www.kotrbaty.cz,kotrbaty-vmz-spol-s-ro
KOYNE-SYSTEM-ELEKTRONIK Inh. Marco Koyne,DEU,Germany,Berlin,,,koyne-system-elektronik-inh-marco-koyne
Kozanlar Isi Teknolojileri Ve Cozumleri Sanayi Ve Ticaret Anonim Sirketi,TUR,Türkiye,Sandikli / Afyon,mehmet.undar@kozanlaras.com.tr,www.kozanlar.com,kozanlar-isi-teknolojileri-ve-cozumleri-sanayi-ve-ticaret-anonim-sirketi
Krammer Redaktions Service GmbH,DEU,Germany,Düsseldorf,n.klein@krs-redaktion.de,https://www.shk-tv.de/,krammer-redaktions-service-gmbh
KRASO GmbH &amp; Co. KG,DEU,Germany,Rhede,info@kraso.de,www.kraso.de,kraso-gmbh--co-kg
KRING GmbH,DEU,Germany,Haiger,info@kring-waerme.de,www.kring-waerme.de,kring-gmbh
KRN Heat Exchanger And Refrigeration Limited,IND,India,"Neemrana, Alwar District",santoshyadav@krnheatexchanger.com,www.krnheatexchanger.com,krn-heat-exchanger-and-refrigeration-limited
Kronimus GmbH,DEU,Germany,Sinzheim,info@kronimus.com,www.kronimus.com,kronimus-gmbh
KRONOTERM d.o.o.,SVN,Slovenia,Gomilsko,info@kronoterm.com,kronoterm.com,kronoterm-doo
KSB SE &amp; Co. KGaA,DEU,Germany,Frankenthal (Pfalz),info@ksb.com,www.ksb.com,ksb-se--co-kgaa
Kuching International Ltd.,TWN,Taiwan,Taichung City,jason@mail.kcg-valve.com.tw,www.kcg-valve.com.tw,kuching-international-ltd
Kuchinox Sp. z o.o.,POL,Poland,Lodz,asiaw@kuchinox.pl,www.kuchinox.pl,kuchinox-sp-z-oo
Kudox Isi Urunleri Makina Sanayi Ve Ticaret Anonim Sirketi,TUR,Türkiye,Manisa,inciser.pekmezci@kudox.com.tr,www.kudox.com,kudox-isi-urunleri-makina-sanayi-ve-ticaret-anonim-sirketi
K&Uuml;BLER GmbH Energiesparende Hallenheizungen,DEU,Germany,Ludwigshafen am Rhein,kontakt@kuebler-hallenheizungen.de,www.kuebler-hallenheizungen.de,kuebler-gmbh-energiesparende-hallenheizungen
KUNe GmbH,AUT,Austria,Freistadt,service@kune-online.com,www.kune-online.com,kune-gmbh
Kuzu Flex Metal San. Ve Tic. A.S.,TUR,Türkiye,Gemlik/Bursa,kuzu@kuzuflex.com,www.kuzuflex.com,kuzu-flex-metal-san-ve-tic-as
KWC Aquarotter GmbH,DEU,Germany,Ludwigsfelde,kwc-info.de@kwc.com,www.kwc-professional.com,kwc-aquarotter-gmbh
KWC Group AG,CHE,Switzerland,Unterkulm,info@kwc.com,https://kwc.com/,kwc-group-ag
Label Software Gerald Bax GmbH,DEU,Germany,Bielefeld,info@label-software.de,www.label-software.de,label-software-gerald-bax-gmbh
Lab (Xiamen) Sanitary Fittings Inc.,CHN,China,Fujian,charls@lab-sanitary.com,www.lab-sanitary.com,lab-xiamen-sanitary-fittings-inc
"La Farga yourcoppersolutions, S.A.",ESP,Spain,Les Masies de Voltregà,lafarga@lafarga.es,www.lafarga.es,la-farga-yourcoppersolutions-sa
Lafat Komerc d.o.o.,BIH,Bosnia and Herzegovina,Kalesija,prodaja@lafat-komerc.com,www.lafat-komerc.com,lafat-komerc-doo
Lafert Group,ITA,Italy,San Dona' Di Piave (VE),info.lafert@shi-g.com,www.lafert.com,lafert-spa
Hugo Lahme GmbH,DEU,Germany,Ennepetal,info@lahme.de,www.lahme.de,hugo-lahme-gmbh
LAMBDA W&auml;rmepumpen GmbH,AUT,Austria,Kirchbichl,office@lambda-wp.at,https://lambda-wp.at/,lambda-waermepumpen-gmbh
LAMTEC Me&szlig;- und Regeltechnik f&uuml;r Feuerungen GmbH &amp; Co. KG,DEU,Germany,Walldorf,info@lamtec.de,www.lamtec.de,lamtec-mess--und-regeltechnik-fuer-feuerungen-gmbh--co-kg
Lapesa Grupo Empresarial S.L.,ESP,Spain,Zaragoza,germany@lapesa.es,www.lapesa.es,lapesa-grupo-empresarial-sl
Laris Perfect Sp z o.o.,POL,Poland,Kraków,laris.biuro@gmail.com,www.laris-perfect.pl,laris-perfect-sp-z-oo
Laufen Bathrooms AG,CHE,Switzerland,Laufen,feedback@laufen.ch,www.laufen.com,laufen-bathrooms-ag
Lavair AG Klimatechnik,DEU,Germany,Aach,,,lavair-ag-klimatechnik
LAV.EL GOMMA S.r.l.,ITA,Italy,Cologne,info@lavelgomma.it,www.lavelgomma.it,lavel-gomma-srl
Lavinia Boho Poland Sp. z o.o.,POL,Poland,Bialystok,anna.liu7680@gmail.com,,lavinia-boho-poland-sp-z-oo
Lazzarini Srl,ITA,Italy,Conegliano,info@lazzariniradiatori.it,www.lazzariniradiatori.it,lazzarini-srl
L.B. Plast srl,ITA,Italy,Tribano,info@lbplast.com,www.lbplast.com,lb-plast-srl
LeafTech GmbH,DEU,Germany,Berlin,contact@leaftech.eu,,leaftech-gmbh
Ledteknik i Boras AB,SWE,Sweden,Fristad,eb@ledeverbright.com,www.ledteknik.se,ledteknik-i-boras-ab
"Zhejiang Lefoo Controls Co., Ltd.",CHN,China,Yueqing City Zhejiang,info@lefoo.com,www.lefoo.com,zhejiang-lefoo-controls-co-ltd
"Leo Group Pump (Zhejiang) Co., Ltd.",CHN,China,"Wenling, Taizhou Zhejiang",jessy@leopump.com,www.leopump.com,leo-group-pump-zhejiang-co-ltd
Les Robinets Presto S.A.,FRA,France,Montrouge,t.vivier@presto.fr,www.presto-group.com,les-robinets-presto-sa
Leszczynska Fabryka Pomp Sp. z o.o.,POL,Poland,Leszno,dominik.kempski@lfp.com.pl,www.lfp.com.pl,leszczynska-fabryka-pomp-sp-z-oo
LETINA VEM d.o.o.,HRV,Croatia,Cakovec,zlatko.segovic@letina.com,https://www.letina-vem.com,letina-vem-doo
Levitronix GmbH,CHE,Switzerland,Zürich,saleseurope@levitronix.com,www.levitronix.com,levitronix-gmbh
Leyco Wassertechnik GmbH,DEU,Germany,Föritztal,info@leyco.de,www.leyco.de,leyco-wassertechnik-gmbh
LEAD&#39;AIR Jacques Leys,BEL,Belgium,Pepinster,severinethienpont@gmail.com,www.leadair.com,leadair-jacques-leys
LG Electronics Deutschland GmbH,DEU,Germany,Eschborn,martin.thielmann@lge.com,,lg-electronics-deutschland-gmbh
Lian Qiao Industry (H.K.) Limited,HKG,Hong Kong,Wanchai,liczmzx@lianqiao.net,www.lianqiao.net/en/,lian-qiao-industry-hk-limited
lichtvoll GmbH,DEU,Germany,Wuppertal,,,lichtvoll-gmbh
LIMODOR L&uuml;ftungstechnik GmbH &amp; Co. KG,AUT,Austria,Leonding,office@limodor.com,www.limodor.com,limodor-lueftungstechnik-gmbh--co-kg
Lindner Armaturen GmbH,DEU,Germany,Chemnitz,info@lindner-armaturen.de,www.lindner-armaturen.de,lindner-armaturen-gmbh
LINEAR Gesellschaft f&uuml;r konstruktives Design mbH,DEU,Germany,Aachen,info@linear.eu,www.linear.eu,linear-gesellschaft-fuer-konstruktives-design-mbh
Link3 GmbH,AUT,Austria,Puch bei Hallein,office@link3.at,www.link3.at,link3-gmbh
"Linkedgo Technology Co., Ltd.",CHN,China,Guangzhou Guangdong,info@linked-go.com,www.linkedgo-e.com,linkedgo-technology-co-ltd
"Linuo Ritter International Co., Ltd.",CHN,China,Jinan Shandong,info@linuo-ritter.com,https://www.linuo-ritter.com/,linuo-ritter-international-co-ltd
"Linyao Industrial Co., Ltd.",TWN,Taiwan,New Taipei City,linyao.kelvin@gmail.com,www.weisam.weebly.com,linyao-industrial-co-ltd
"Ningbo Lionball Ventilator Co., Ltd.",CHN,China,Ningbo Zhejiang,sales25@lionball.cn,www.lionball.cn,ningbo-lionball-ventilator-co-ltd
LIPOVICA d.o.o.,HRV,Croatia,Donja Vlahinicka,andreja.djak@lipovica.hr,www.lipovica.hr,lipovica-doo
"KAIPING LIPU SANITARY WARE CO., LTD.",CHN,China,Kaiping Guangdong,lavie@ebt.cn,www.ebt-pro.com,kaiping-lipu-sanitary-waer-coltd
Lira S.p.A.,ITA,Italy,Valduggia (Vercelli),info@lira.com,www.lira.com,lira-spa
"Livarna Titan, d.o.o.",SVN,Slovenia,Kamnik,info@livarna-titan.eu,www.livarna-titan.eu,livarna-titan-doo
LK Armatur AB,SWE,Sweden,Helsingborg,info@lkarmatur.se,www.lkarmatur.com,lk-armatur-ab
LK Pex AB,SWE,Sweden,Ulricehamn,info@lkpex.se,www.lkpex.com,lk-pex-ab
LK Systems AB,SWE,Sweden,Malmö,info@lksystems.se,www.lksystems.se/en,lk-systems-ab
LMP-Umweltprojekte GmbH,DEU,Germany,Hamburg,info@heizungsblut.de,www.lmp-umweltprojekte.de,lmp-umweltprojekte-gmbh
"Loire Hardware Co., Ltd.",HKG,Hong Kong,Sheung Wan,loire@loire-hardware.com,www.loirehardware.com,loire-hardware-co-ltd
LOJIMAX DESIGN RADIATORS,TUR,Türkiye,Izmir,marketing@lojimax.com.tr,www.lojimax.com.tr,lojimaks-radyator-isitma-sogutma-sistemleri-san-tic-as
Long Tai Copper Corporation,TWN,Taiwan,Changhua,faucet@luckytop.com.tw,www.luckytop.com.tw,long-tai-copper-corporation
Lopigom S.p.A.,ITA,Italy,Credaro,info@lopigom.com,www.lopigom.com,lopigom-spa
Loval Oy,FIN,Finland,Loviisa,loval@loval.fi,www.loval.com,loval-oy
Lovato S.p.a.,ITA,Italy,Gazzolo D'Arcole,info@lovatospa.com,www.lovatospa.com,lovato-spa
"GUANGDONG LOVEX SANITARY WARE CO., LTD.",COL,Colombia,Chaozhou,sales@cn-lovex.com,www.cn-lovex.com,asia-supply-and-logistics-sas
Loxeal S.r.l.,ITA,Italy,Cesano Maderno,info@loxeal.com,www.loxeal.com,loxeal-srl
LOY TEC electronics GmbH,AUT,Austria,Vienna,sales@loytec.com,www.loytec.com,loy-tec-electronics-gmbh
LS Control A/S,DNK,Denmark,Herlufmagle,lsc@lscontrol.dk,www.lscontrol.dk,ls-control-as
Luccio GmbH,DEU,Germany,Berlin,,www.luccio.pl/de/,luccio-gmbh
Lucht LHZ Elektroheizung GmbH &amp; Co. KG,DEU,Germany,Burgstädt,info@lucht-lhz.de,www.lucht-lhz.de,lucht-lhz-elektroheizung-gmbh--co-kg
Lucoma AG,CHE,Switzerland,Einigen,rolf.lehmann@lucoma.com,www.lucoma.ch,lucoma-ag
Luftuj s.r.o.,CZE,Czech Republic,Slatinany,,www.luftuj.cz,luftuj-sro
Lukasz Walo,POL,Poland,Luków,lukasz@vacuflo.pl,www.eposejdon.pl,lukasz-walo
Lumberg Connect GmbH,DEU,Germany,Schalksmühle,building-technology@lumberg.com,www.lumberg.com,lumberg-connect-gmbh
LumenRadio AB,SWE,Sweden,Göteborg,lilli.lundqvist@lumenradio.com,www.lumenradio.com,lumenradio-ab
LUNOS L&uuml;ftungstechnik GmbH &amp; Co. KG f&uuml;r Raumluftsysteme,DEU,Germany,Berlin,info@lunos.de,www.lunos.de,lunos-lueftungstechnik-gmbh--co-kg-fuer-raumluftsysteme
"Kaiping Lusha Sanitary Ware Co., Ltd.",CHN,China,Kaiping Guangdong,644821270@qq.com,https://lusafaucet.en.alibaba.com/,kaiping-lusha-sanitary-ware-co-ltd
Luxor S.p.A.,ITA,Italy,Carpenedolo,info@luxor.it,www.luxor.it,luxor-spa
LVI-P&ouml;rssi Oy,FIN,Finland,Kurikka,info@lvi-porssi.fi,www.lvi-porssi.fi,lvi-poerssi-oy
Lx Pumps North America Inc.,CAN,Canada,Richmond Hill,keylander@126.com,,lx-pumps-north-america-inc
"Guangdong Ly Burner Co., Ltd.",CHN,China,Zhongshan Guangdong,,,guangdong-ly-burner-co-ltd
Lynatox GmbH,DEU,Germany,Luisenthal,maurice.heinemann@lynatox.de,www.lynatox.de,lynatox-gmbh
Lytran Technology (Hong Kong) Company Limited,HKG,Hong Kong,Wanchai,sales@lytran.cc,www.lytran.cc,lytran-technology-hong-kong-company-limited
m2m Germany GmbH,DEU,Germany,Wehrheim,info@m2mgermany.de,www.m2mgermany.de,m2m-germany-gmbh
Maczka Group Sp. K.,POL,Poland,Pustków,magda.fitol@maczkagroup.pl,,maczka-group-sp-k
MADAS S.r.l.,ITA,Italy,Legnago,info@madas.it,www.madas.it,madas-srl
MagiCAD Group GmbH,DEU,Germany,Köln,alexander.schneider@magicad.de,www.magicad.com,magicad-group-gmbh
Magna Glaskeramik GmbH,DEU,Germany,Teutschenthal,info@magna-glaskeramik.com,www.magna-glaskeramik.de,magna-glaskeramik-gmbh
magnetic GmbH &amp; Co. KG,DEU,Germany,Untermünkheim,info@magnetic-online.de,www.magnetic-online.de,magnetic-gmbh--co-kg
Magnum Germany GmbH,DEU,Germany,Dattenberg,,www.magnumheizung.de,magnum-germany-gmbh
Magnum Heating B.V.,NLD,Netherlands,Tholen,info@magnumheating.com,www.magnumheating.com,magnum-heating-bv
Magnum Heating Group B.V.,NLD,Netherlands,Tholen,info@magnumheatinggroup.com,www.magnumheatinggroup.com,magnum-heating-group-bv
Magontec GmbH,DEU,Germany,Bottrop,europe@magontec.com,www.magontec.com,magontec-gmbh
Maico Elektroapparate-Fabrik GmbH,DEU,Germany,Villingen-Schwenningen,info@maico.de,www.maico-ventilatoren.com,maico-elektroapparate-fabrik-gmbh
MAICO Italia S.p.A.,ITA,Italy,Lonato,info@maico-italia.it,www.maico-italia.it,maico-italia-spa
"Griferias Maier, S.L.",ESP,Spain,Pallejà,info@griferiasmaier.com,www.griferiasmaier.com,griferias-maier-sl
Maincor Rohrsysteme GmbH &amp; Co. KG,DEU,Germany,Schweinfurt,info@maincor.de,www.maincor.de,maincor-rohrsysteme-gmbh--co-kg
Main Plan (Ningbo) Bathroom Collections Ltd.,CHN,China,Ningbo Zhejiang,elise@mplnb.com,www.mainplan.com.hk,main-planningbo-bathroom-collections-ltd
Mainteny GmbH,DEU,Germany,Berlin,info@mainteny.com,www.mainteny.de,mainteny-gmbh
MAITEC Armaturen GmbH,DEU,Germany,Woringen,,www.maitec.com,maitec-armaturen-gmbh
Makro Teknik Endustri Urunleri Ve Makine Imalat San. Tic. A.S.,TUR,Türkiye,"Ümraniye, Istanbul",info@makroteknik.com.tr,www.makroteknik.com.tr,makro-teknik-endustri-urunleri-ve-makine-imalat-san-tic-as
Maksu Boru Baglanti Parcalari Imalat San. Tic. Ltd. Sti.,TUR,Türkiye,"Tuzla, Istanbul",omer@mak-su.com,,maksu-boru-baglanti-parcalari-imalat-san-tic-ltd-sti
Maktek Kazan Radyator Klima San. ve Tic. A.S.,TUR,Türkiye,"Ege, Cigli",info@maktek.com.tr,www.maktek.com.tr,maktek-kazan-radyator-klima-san-ve-tic-as
malotech GmbH,DEU,Germany,Beelen,,www.malotech.de,malotech-gmbh
Mandik GmbH,DEU,Germany,Weiden i.d.OPf.,info@mandik.com,www.mandik.com,mandik-gmbh
Manillons Torrent S.L.,ESP,Spain,Torrent,manillons1@manillons.com,www.manillons.com,manillons-torrent-sl
Manissa Ltd.,GBR,Great Britain and Northern Ireland,Newcastle upon Tyne,martin.savage@manissa.co.uk,www.manissa.co.uk,manissa-ltd
Manometal GmbH,ITA,Italy,Neumarkt,manometal@manometal.com,www.manometal.com,manometal-gmbh
"Manometria e Instrumentacion, S.L. (MEI)",ESP,Spain,Gelida - Barcelona,comercial@mei.es,www.mei.es,manometria-e-instrumentacion-sl-mei
Manta Ecologica S.r.l.,ITA,Italy,Zevio,tradefairs@mantaecologica.com,www.mantaecologica.com/en,manta-ecologica-srl
Manuel BV,NLD,Netherlands,Winterswijk,,www.manuel.chat,vof-metis-digital
Manufacturing Enterprise Radiator LLC,UKR,Ukraine,Kyiv,,https://mario-radiators.com/,manufacturing-enterprise-radiator-llc
Maplef Valves and Fittings Ltd.,CAN,Canada,Vancouver,sales@maplefvalves.ca,https://maplefvalves.ca/,maplef-valves-and-fittings-ltd
Marangon Danilo &amp; C. S.r.l.,ITA,Italy,Montecchio Maggiore,info@marangondanilo.it,www.marangondanilo.it,marangon-danilo--c-srl
Marathon Heater (India) Pvt. Ltd.,IND,India,"Udaipur, Rajasthan",,,marathon-heater-india-pvt-ltd
Mareli Systems LTD,BGR,Bulgaria,Simitli,info@mareli-systems.com,https://mareli-systems.com/index.html,mareli-systems-ltd
Mariner Rubinetterie S.r.l.,ITA,Italy,Gravellona Toce,r.zennaro@mariner.it,www.mariner.it,mariner-rubinetterie-srl
Mark Climate Technology,NLD,Netherlands,Veendam,info@markclimate.com,www.markclimate.com,mark-bv
Marmite Sp. z o.o.,POL,Poland,Dopiewo,support@marmite.eu,www.marmite.eu,marmite-sp-z-oo
"Martigrap, S.L.",ESP,Spain,Gelida - Barcelona,sales@grupoheca.es,www.martigrap.com,martigrap-sl
MAS-DAF Makina San. A.S.,TUR,Türkiye,"Tuzla, Istanbul",,https://masdaf.com/,mas-daf-makina-san-as
Master Therm Heat Pumps,CZE,Czech Republic,Prag,k.guzek@mastertherm.cz,www.mastertherm.eu,master-therm-tepelna-cerpadla-sro
MA.TI.KA. S.r.l.,ITA,Italy,Milano,imatika@matikasrl.com,www.matikasrl.it,matika-srl
MATT &amp; MART Sp. z o.o.,POL,Poland,Zaniemysl,,,matt--mart-sp-z-oo
Maykke Inc.,USA,United States,Fremont California,mk@aemkgroup.com,www.maykke.com,maykke-inc
Mazzini S.r.l.,ITA,Italy,Milano,mazzinisrl2015@gmail.com,www.mazziniware.net,mazzini-srl
MB FIX S.r.l. SB,ITA,Italy,Bassano Del Grappa,marketing@mb-fix.it,www.mb-fix.com,mb-fix-srl-sb
MBS GmbH,DEU,Germany,Krefeld,info@mbs-solutions.de,www.mbs-solutions.de,mbs-gmbh
McAlpine and Company Ltd.,GBR,Great Britain and Northern Ireland,Glasgow,info@mcalpineplumbing.com,www.mcalpineplumbing.com,mcalpine-and-company-ltd
MCE-MOSTRA CONVEGNO EXPOCOMFORT - RX Italy Srl,ITA,Italy,Milano,sales.mce@rxglobal.com,www.mcexpocomfort.it,rx-italy-srl
MCLIMATE AD,BGR,Bulgaria,Sofia,sales@mclimate.eu,mclimate.eu,mclimate-ad
Rubinetterie MCM Intl S.r.l.,ITA,Italy,Borgomanero,info@mcmtaps.it,www.mcmtaps.it,rubinetterie-mcm-intl-srl
"MEBO (Yancheng) Bathroom Furniture Co., Ltd.",CHN,China,Funing Jiangsu,lisa@sh-mebo.com,www.sh-mebo.com,mebo-yancheng-bathroom-furniture-co--ltd
"Mecalia, Metalurgica Y Caldereria S.L.",ESP,Spain,A Guarda,mecalia@mecalia.com,www.mecalia.com,mecalia-metalurgica-y-caldereria-sl
MEC Electronics Entwicklung und Produktion GmbH,AUT,Austria,Wien,inquiry@mec.at,www.mec.at,mec-electronics-entwicklung-und-produktion-gmbh
Mecolpress S.p.A.,ITA,Italy,Flero,sales@mecolpress.com,www.mecolpress.com,mecolpress-spa
MEDENUS Gas-Druckregeltechnik GmbH,DEU,Germany,Olpe,,www.medenus.de,medenus-gas--druckregeltechnik-gmbh
Mediclinics S.A.,ESP,Spain,Barcelona,marketing@mediclinics.com,www.mediclinics.com,mediclinics-sa
MEFA Befestigungs- und Montagesysteme GmbH,DEU,Germany,Kupferzell,alina.kaas@mefa.de,www.mefa.de,mefa-befestigungs--und-montagesysteme-gmbh
Jiangmen Mega Casa Co. Ltd.,CHN,China,Jiangmen Guangdong,sales@inoxbath.com,www.inoxbath.com,jiangmen-mega-casa-co-ltd
Megatron S.R.L.,ITA,Italy,Caivano,megatronsalesdept@megatronsensors.com,www.megatronsensors.com,megatron-srl
Mega Yapi Urunleri San. ve Tic. Ltd. Sti.,TUR,Türkiye,Istanbul,yasincebeci@megayapi.com.tr,www.megayapi.com.tr,mega-yapi-urunleri-san-ve-tic-ltd-sti
Megius Spa,ITA,Italy,Mestrino,marketing@megius.com,www.megius.com,megius-spa
"Shenzhen Megmeet Electrical Co., Ltd.",CHN,China,Shenzhen Guangdong,sales@megmeet.com,https://en.megmeet.com/,shenzhen-megmeet-electrical-co-ltd
"Meijie Faucet Co., Limited",HKG,Hong Kong,"Tsim Sha Tsui, Kowloon",mjf26@meijiefaucet.com,www.meijiefaucet.com,meijie-faucet-co-limited
Meilun Sanitary Ware (Hongkong) Company Limited,HKG,Hong Kong,Kowloon,sales09@rainshower.cn,https://www.showerain.com/,meilun-sanitary-ware-hongkong-company-limited
Lokalleads GmbH Meister 1,DEU,Germany,Berlin,info@meister1.de,www.meister1.de,lokalleads-gmbh-meister-1
MEKU Metal Processing GmbH,DEU,Germany,Dauchingen,,,meku-metal-processing-gmbh
MELANSTAR Sp. z o.o.,POL,Poland,Warszawa,tomasz@cnhadi.com,,melanstar-sp-z-oo
MELSCHER GmbH,DEU,Germany,Berlin,fair@melscher.de,www.melscher.de,melscher-gmbh
Menerga GmbH,DEU,Germany,Mülheim an der Ruhr,info@menerga.com,www.menerga.com,menerga-gmbh
Menred GmbH,DEU,Germany,Weißwasser,julie.chen@menred.com,www.menred.de,menred-gmbh
Mensch und Maschine Deutschland GmbH,DEU,Germany,Wessling,info@mum.de,www.mum.de,mensch-und-maschine-deutschland-gmbh
MEPA Pauli &amp; Menden GmbH,DEU,Germany,Rheinbreitbach,info@mepa.de,www.mepa.de,mepa-pauli--menden-gmbh
Merabell Technologies s.r.o.,CZE,Czech Republic,Prague,info@merabell.com,,merabell-technologies-sro
MERLIN Technology GmbH,AUT,Austria,Tumeltsham,office@merlin-technology.com,www.merlin-technology.com,merlin-technology-gmbh
Mertinoks Yapi Malzemeleri Sanayi Ve Ticaret Anonim Sirketi,TUR,Türkiye,Istanbul,,www.mertinoks.com,mertinoks-yapi-malzemeleri-sanayi-ve-ticaret-anonim-sirketi
Mervan Otomotiv Mamulleri San. ve Tic. Ltd. Sti.,TUR,Türkiye,Bursa,mervan@mervanotomotiv.com,www.mervanotomotiv.com,mervan-otomotiv-mamulleri-san-ve-tic-ltd-sti
MESH Wise Buildings,LVA,Latvia,Riga,sales@mesh.lv,https://www.mesh.lv/en,mesh-energoparvaldiba-sia
Messana Italia Srls,ITA,Italy,Porcia,info@messanaitalia.com,https://www.messanaitalia.com/,messana-italia-srls
Metalgrup S.A.,ESP,Spain,Sant Feliu de Llobregat,export@metalgrup.es,www.metalgrup.eu,metalgrup-sa
Ningbo Metalique Home Supplies Co. Ltd.,CHN,China,Ningbo Zhejiang,jocelyn@metalique.cn,www.metalique.cn,ningbo-metalique-home-supplies-co-ltd
Metallurgica San Marco,ITA,Italy,Calcinato,sales@metallurgicasanmarco.it,www.metallurgicasanmarco.it,metallurgica-san-marco-spa
Metalpress S.p.A.,ITA,Italy,San Giovanni Lupatoto,info@metalpress.it,www.metalpress.it,metalpress-spa
"Metal Processing Technology, Mas Uliyati Cheklangan Jamiyati",UZB,Uzbekistan,Tashkent,azizkhon.icg@gmail.com,www.icg.uz,metal-processing-technology-mas-uliyati-cheklangan-jamiyati
METZ CONNECT GmbH,DEU,Germany,Blumberg,info@metz-connect.com,www.metz-connect.com,metz-connect-gmbh
MEZ-TECHNIK GmbH,DEU,Germany,Reutlingen,info@mez-technik.de,www.mez-technik.de,mez-technik-gmbh
M.F.B. Bonomi S.r.l.,ITA,Italy,Lumezzane,export@mfbbonomi.com,,mfb-bonomi-srl
mfh systems GmbH,DEU,Germany,Belm,mail@mfh-systems.com,www.mfh-systems.com,mfh-systems-gmbh
Oy M-Filter Ab,FIN,Finland,Haapavesi,sales@m-filter.fi,www.m-filter.fi,oy-m-filter-ab
MGG Ic Dis Ticaret Danismanlik Reklam Insaat Ve Yapi Gerecleri San. Tic. AS,TUR,Türkiye,Maltepe/Istanbul (Anatolia),export@wasseberg.com,,mgg-ic-dis-ticaret-danismanlik-reklam-insaat-ve-yapi-gerecleri-san-tic-as
MGT Filtre Sanayi ve Ticaret A.S.,TUR,Türkiye,Istanbul,export@mgt.com.tr,www.mgt.com.tr,mgt-filtre-sanayi-ve-ticaret-as
MHG Heiztechnik GmbH,DEU,Germany,Buchholz in der Nordheide,kontakt@mhg.de,www.mhg.de,mhg-heiztechnik-gmbh
MICAS AG,DEU,Germany,Oelsnitz,kontakt@micas.de,www.micas.de,micas-ag
Microtech Metal Industries,IND,India,Jamnagar,info@microtechmetal.com,www.microtechmetal.com,microtech-metal-industries---phase-3plot-no-4686-gidc-dared
MIDAM a.s.,CZE,Czech Republic,Hradec Králove,info@midam.cz,www.midam.cz,mikroklima-sro
Midea Europe GmbH,DEU,Germany,Eschborn,,,midea-europe-gmbh
Mittelstandsinitiative Energiewende und Klimaschutz (MIE),DEU,Germany,Berlin,mie@zdh.de,https://energieeffizienz-handwerk.de,mittelstandsinitiative-energiewende-und-klimaschutz-mie
Mietzsch GmbH - Lufttechnik Dresden,DEU,Germany,Dresden,mietzsch@mietzsch.de,www.mietzsch.de,mietzsch-gmbh---lufttechnik-dresden
"Mifab, Inc.",USA,United States,Chicago,mwhiteside@mifab.com,www.mifab.com,mifab-inc
Miklos Steel Srl,ROU,Romania,Tarnovita,info@miklossteel.ro,www.miklossteel.ro,miklos-steel-srl
MIKOTERM DOO,SRB,Serbia,Nis,office@mikoterm.com,https://mikoterm.com,mikoterm-doo
"Zhejiang Mingshi Xingxin HVAC Technology Co., Ltd.",CHN,China,Zhuji Zhejiang,manager@ms-piping.com,www.ms-piping.com,zhejiang-mingshi-xingxin-hvac-technology-co-ltd
Zhejiang Mingzhen Electric &amp; Electronic Co. Ltd.,CHN,China,Wenling Zhejiang,info1@cnsanmu.com,www.cnsanmu.com,zhejiang-mingzhen-electric--electronic-co-ltd
"MINIB, a.s.",CZE,Czech Republic,Praha 6,export@minib.cz,www.minib.cz,minib-as
"Wenzhou Mirrotic Industrial Co., ltd",CHN,China,Wenzhou Zhejiang,info@mirrotic.com,www.mirrotic.com,wenzhou-mirrotic-industrial-coltd
Mitsubishi Electric Europe B.V.,DEU,Germany,Ratingen,info@mitsubishi-les.com,https://www.mitsubishi-les.com/de-de/,mitsubishi-electric-europe-bv
