name,fair,fair_id,city,country_iso3,email,homepage
Kesaria Rubber Industries Pvt. Ltd.,ISH 2025,ISH,Gurgaon,IND,info@kesaria.com,www.kesaria.com
Keshardeo Combines,Heimtextil 2027,HEIMTEXTIL,Mumbai,IND,info@keshardeo.com,www.keshardeo.com
Kewalram Textiles Pvt. Ltd.,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,http://www.kewalramtextiles.com
KG Bearing India LLP,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Navi Mumbai,IND,info@kgbearing.com,www.kgbearing.com
KG BEARING INDIA LLP,Automechanika Buenos Aires 2026,AUTOMECHANIKABUENOSAIRES,MAHARASHTRA,IND,info@kgbearing.com,
KGOC GLOBLE LLP,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Ludhiana,IND,lakhwinder.asadh@kgocglobal.com,www.kgocglobal.com
KGOC GLOBAL LLP,Paperworld Delhi 2026,PAPERWORLDDELHI,Ludhiana,IND,,
KGOC GLOBLE LLP,Paperworld Delhi 2026,PAPERWORLDDELHI,Ludhiana,IND,lakhwinder.asadh@kgocglobal.com,www.kgocglobal.com
KGOC GLOBLE LLP (KANGARO),Paperworld Delhi 2026,PAPERWORLDDELHI,Ludhiana,IND,lakhwinder.asadh@kgocglobal.com,www.kgocglobal.com
Khanna Carpet Collection,Heimtextil 2027,HEIMTEXTIL,Bhadohi,IND,,
M/S Khanna Overseas,Ambiente 2026,AMBIENTE,Dehradun,IND,khannaoverseas@yahoo.com,www.khannaoverseasswords.com
Khataiwalas Textiles &amp; Home Furnishings,Heimtextil 2027,HEIMTEXTIL,"Jaipur, Rajasthan",IND,khataiwalas@hotmail.com,www.khataiwalas.com
Khataiwalas Textiles &amp; Home Furnishings,Ambiente 2026,AMBIENTE,"Jaipur, Rajasthan",IND,khataiwalas@hotmail.com,www.khataiwalas.com
KHATRITEX,Ambiente 2026,AMBIENTE,Jaipur,IND,khatritexstyles@gmail.com,www.khatritex.in
Khodiyar Enterprises,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Ahmedabad,IND,khodiyar.enterprise@hotmail.com,
Khojati Ayurved Pharma,Beautyworld Dubai 2026,BEAUTYWORLDMIDDLEEAST,Mumbai,IND,wohddubai@gmail.com,
Khosla High Performance Textile Pvt. Ltd.,Techtextil 2026,TECHTEXTIL,Mumbai,IND,info@khoslahpt.com,www.khoslahpt.com
Khosla Profil Private Limited,Techtextil 2026,TECHTEXTIL,Mumbai,IND,info@puritytex.com,www.puritytex.com
Khosla Profil Private Limited,ACHEMA Middle East 2026,ACHEMAMIDDLEEAST,Mumbai,IND,kpplfilters@puritytex.com,www.puritytex.com
KHOSLA PROFILE PVT. LTD.,Techtextil India 2025,TECHTEXTILINDIA,Mumbai,IND,pramodkhosla@gmail.com,WWW.PURITYTEX.COM
KIDGETS STATIONERY LLP (RUSHABH NOVELTY ),Paperworld Delhi 2026,PAPERWORLDDELHI,Thane,IND,kidgets777@gmail.com,www.rushabhnovelty.com
Kigotek Automotriz Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Ghaziabad,IND,contact.kigotek@gmail.com,www.kigotek.in
Kikani Exports Pvt Ltd,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,www.kikaniexports.com
Kilojul Inc,Ambiente 2026,AMBIENTE,Noida,IND,hempal@exmartintl.net,
King Metal Works,Ambiente 2026,AMBIENTE,Mumbai,IND,contactus@kingmetal.com,www.kingmetal.com
King Yarn,Heimtextil 2027,HEIMTEXTIL,Kanpur Nagar,IND,info@niryatak.in,www.nirayatk.in
Kishan Autoparts Pvt. Ltd.,Automechanika Frankfurt 2026,AUTOMECHANIKA,Rajkot,IND,export@kishanauto.com,www.kishanauto.com
Kishan Autoparts Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rajkot,IND,expdocs@kishanauto.com,www.kishanauto.com
Kishan International,Heimtextil 2027,HEIMTEXTIL,Bangalore,IND,vickysilks1@gmail.com,www.kishansilkint.com
Kishoriji Exim Private Limited,Ambiente 2026,AMBIENTE,Moradabad,IND,naveen@kishorijiexim.com,www.kishorijiexim.com
Kish,Apparel Sourcing Paris Autumn 2026,APPARELSOURCINGPARISAUTUMN,,IND,sales@kishyam.com,www.kishyam.com
K K Industries,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Jalandhar,IND,info@kkautoparts.com,
KK Laser Industry,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,Hyderabad,IND,kalevk33@gmail.com,
K K Laser Industry,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Hyderabad,IND,,www.kklaserindustry.com
KK Lighting India Pvt. Ltd.,Automechanika Frankfurt 2026,AUTOMECHANIKA,Sonipat,IND,hitesh@krisstallight.com,www.kklights.com
KK Lighting India Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Sonipat,IND,hitesh@krisstallight.com,www.kklights.com
KK Lighting India Pvt Ltd,Automechanika Riyadh 2026,AUTOMECHANIKARIYADH,Sonipat,IND,hitesh@krisstallight.com,www.kklights.com
K.K.P Fine Linen Pvt. Ltd.,Heimtextil 2027,HEIMTEXTIL,Namakkal,IND,flsm@kkpindia.com,www.kkpfinelinen.com
Klassik Lamitex Pvt. Ltd.,Heimtextil 2027,HEIMTEXTIL,"Rewari, Haryana",IND,info@klassik.in,
KLEIBERIT ADHESIVES INDIA PVT. LTD.,Techtextil India 2025,TECHTEXTILINDIA,Thane,IND,gayathri.g@kleiberit.com,www.kleiberit.com
Klik Autotech,Automechanika Ho Chi Minh City 2026,AUTOMECHANIKAHOCHIMINHCITY,Delhi,IND,info@klikautotech.com,www.klikautotech.com
KM Enterprises,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Thane,IND,enterkm1@gmail.com,
KMI Business Technologies Pvt Ltd,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,baburam@kmi.co.in,
K M P Manufacturing Company,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Jalandhar,IND,kmpwp@vsnl.com,www.kmpindia.com
KNOTT VORTEX PRIVATE LIMITED,SPS - Smart Production Solutions 2026,SPS,Thane,IND,sales@knott-vortex.com,www.knott.de
KNY International,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,anil.kny31@gmail.com,www.knyindia.com
Kobe Suspensions,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Alwar,IND,info@kobeshox.com,www.kobeshox.com
Kodhai Imaging Solutions Private Limited,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,,
Kohinoor Carpet,Heimtextil 2027,HEIMTEXTIL,Panipat,IND,chhaya@kohinoorcarpet.in,www.kohinoorcarpets.in
Kohli Automobiles Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rohtak,IND,bandoshox@gmail.com,www.kohliautomobiles.com
Kohli Rubber Moulds (India),ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Sonepat,IND,kohlimounts@gmail.com,www.kohlirubtech.com
Koito Mirrors,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,surosh@koito.in,www.koito.in
KOKUYO RIDDHI PAPER PRODUCTS PVT. LTD.,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Mumbai,IND,amanparekh@gmail.com,http://www.krpaperproducts.com
Konica Minolta Business Solutions India Pvt. Ltd.,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,milind.vajifdar@konicaminolta.com,
Kores India Limited,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Mumbai,IND,pranayd@kores-india.com,www.https://kores.in
Korosa International,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Ahmedabad,IND,account@korosa.in,www.korosa.in
Kraftwares (India) Pvt. Ltd.,Ambiente 2026,AMBIENTE,Mumbai,IND,vinod@kraftwares.com,www.kraftwares.com
KRASHELL,Ambiente 2026,AMBIENTE,Jaipur,IND,craftplay15@outlook.com,
kreativez,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,Chennai,IND,kreativez.chennai@gmail.com,
Kremoint Pharma Private Limited,Beautyworld Dubai 2026,BEAUTYWORLDMIDDLEEAST,Mumbai,IND,manisha.mudaliar@kremointpharma.com,
KRISHNA IMPEX,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Bhavnagar,IND,krishnastationery0@gmail.com,www.krishnaimpex.org
Krishna Lamicoat Pvt. Ltd.,Texprocess 2026,TEXPROCESS,Bangalore,IND,exports@krislam.com,www.krislam.com
Krishna Pens Private Limited,Ambiente 2026,AMBIENTE,Nashik,IND,sales@krishnawriting.com,www.krishnawriting.com
Krishna Pens Private Limited,Paperworld Middle East 2026,PAPERWORLDMIDDLEEAST,Nashik,IND,krishnawriting@gmail.com,www.krishnawriting.com
KRN Heat Exchanger And Refrigeration Limited,ISH 2025,ISH,"Neemrana, Alwar District",IND,santoshyadav@krnheatexchanger.com,www.krnheatexchanger.com
Kross Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Jamshedpur,IND,kross1@rediffmail.com,www.krossindia.com
Krunal Industries,Automechanika Jakarta 2026,AUTOMECHANIKAJAKARTA,IN-06 Gujarat,IND,,www.basuriautomoties.com
Krunal Industries,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Surat,IND,purchase@basuriautomotive.com,www.basuriautomotive.com
KRUSHNA COTEX PVT.LTD,Interior Lifestyle Tokyo 2026,INTERIORLIFESTYLETOKYO,IN-13 MUMBAI,IND,,www.deesangroup.com
KSC Engineers Pvt Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Noida,IND,sales@kscengineer.com,www.kscengineer.com
K S Gangadhara Iyer &amp; Company,Ambiente 2026,AMBIENTE,Alappuzha,IND,,www.ficea.in
KSHITIJ POLYLINE LIMITED,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Silvassa,IND,export@kshitijpolyline.co.in,www.kshitijpolyline.co.in
KSHITIJ POLYLINE LIMITED,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Silvassa,IND,export@kshitijpolyline.co.in,www.kshitijpolyline.co.in
KSHITIJ POLYLINE LIMITED,Paperworld Delhi 2026,PAPERWORLDDELHI,Silvassa,IND,export@kshitijpolyline.co.in,www.kshitijpolyline.co.in
K. S. Print Service,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,ksprintservice@gmail.com,
KTEX NONWOVENS PVT. LTD.,Techtextil India 2025,TECHTEXTILINDIA,Jamnagar,IND,nimesh@ktexnonwovens.com,WWWW.KTEXNONWOVENS.COM
Kuber Turbo Tech,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,kuberturbotech@gmail.com,
Kukreja Auto Components Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Sonipat,IND,yangolight@hotmail.com,
Kumar Auto Industries,Automechanika Frankfurt 2026,AUTOMECHANIKA,Delhi,IND,kumarautoindustries7@gmail.com,www.kumarauto.com
KUMAR AUTO INDUSTRIES,Automechanika Shanghai 2026,AUTOMECHANIKASHANGHAI,IN-30 DELHI,IND,kumarautoindustries7@gmail.com,www.kumarauto.com
KUNJ NEEDLES INDUSTRIES,Techtextil India 2025,TECHTEXTILINDIA,Valsad,IND,national@kunjneedles.com,www.kunjneedles.com
Kusauto India Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Kancheepuram,IND,sales@kusautoindia.com,www.kusauto.com
Kusumgar Limited,Techtextil 2026,TECHTEXTIL,Mumbai,IND,sandeep.kumar@kusumgar.com,www.kusumgar.com
KUSUMGAR LIMITED,Techtextil India 2025,TECHTEXTILINDIA,Mumbai,IND,puneet.singla@kusumgar.com,https://www.kusumgar.com/
KV Fire Chemicals (India) Pvt. Ltd.,Intersec 2026,INTERSEC,Nasik,IND,info@kvfire.com,www.kvfire.com
Kwality Balls Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Jaipur,IND,info@steelball.in,www.steelball.in
KWALITY CREATION,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Mumbai,IND,kwalitycreation2019@gmail.com,
KWALITY CREATION,Paperworld Delhi 2026,PAPERWORLDDELHI,Mumbai,IND,kwalitycreation2019@gmail.com,
Laaj International,Heimtextil 2027,HEIMTEXTIL,New Delhi,IND,laaj@laajinternational.com,www.laajinternational.com
Laaj International,Ambiente 2026,AMBIENTE,New Delhi,IND,laaj@laajinternational.com,www.laajinternational.com
Labdhi Motors,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Surat,IND,labdhimotors@yahoo.in,
Lahoti Overseas Ltd,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,WWW.LAHOTIOVERSEAS.COM
Lakhdatar Shyam Industries Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Ghaziabad,IND,md@lakhdatarshyam.com,www.lakhdatarshyam.com
Lakshmi Handicrafts,Heimtextil 2027,HEIMTEXTIL,Gurgaon,IND,upiplani@crewelleather.com,www.crewelleather.com
Lakshmi International,Ambiente 2026,AMBIENTE,Moradabad,IND,info@lakshmiintl.com,www.lakhmiintl.com
Lakshmi Motor Co,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,dhruv@Lmc.in,www.Lmc.in
Lamina International,Automechanika Frankfurt 2026,AUTOMECHANIKA,Dakshina Kannada,IND,mylamina@hotmail.com,www.laminasprings.com
Lamina International,INA PAACE Automechanika Mexico City 2026,INAPAACEAUTOMECHANIKAMEXICOCITY,MANGALORE IN-10,IND,mylamina@hotmail.com,
La Opala RG Ltd.,Ambiente 2026,AMBIENTE,Kolkata,IND,aj@laopala.in,www.laopala.in
LAPL Automotive Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Aurangabad,IND,sngoyal@laplautomotive.com,www.laplautomotive.com
La Profiles,Light + Building 2026,LIGHTBUILDING,Ahmedabad,IND,,
Lavanya Design,Ambiente 2026,AMBIENTE,Saharanpur,IND,pradeep@lavanyadesign.in,www.lavanyadesign.in
Lavanya Industries,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,Chennai,IND,lavanyaindustries2023@gmail.com,
LAXMI PAPER MART,Paperworld Delhi 2026,PAPERWORLDDELHI,Delhi,IND,Himanshu@lpmstationery.com,
Laxmi Sales Corporation,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Mumbai,IND,design.graphics9006@gmail.com,
LAXMI SHUTTLELESS LOOMS PVT. LTD.,Techtextil India 2025,TECHTEXTILINDIA,Ahmedabad,IND,account@laxmilooms.com,https://www.laxmilooms.com
L.D.D.N. Impex,Ambiente 2026,AMBIENTE,Delhi,IND,cosmo@lddnimpex.com,www.lddnimpex.com
Leaders Export,Ambiente 2026,AMBIENTE,Moradabad,IND,leadersexport@gmail.com,www.leadersexport.com
L&#39;Eccezione,Texworld Paris Autumn 2026,TEXWORLDPARISAUTUMN,Mumbai,IND,mail@leccezione.in,www.leccezione.in
Ledify Innovations Pvt Ltd.,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,Chennai,IND,office.ledifyinnovations@gmail.com,
Ledify Innovations Pvt Ltd.,Media Expo Delhi 2026,MEDIAEXPODELHI,Chennai,IND,office.ledifyinnovations@gmail.com,
LEI India Pvt Ltd,SPS - Smart Production Solutions 2026,SPS,Pune,IND,info@leiindias.com,www.leiindias.com
LEISTER TECHNOLOGIES INDIA PVT LTD,Techtextil India 2025,TECHTEXTILINDIA,Mumbai,IND,vivek.s@leister.in,www.leister.in
Le Merite Tactical &amp; Defence Solutions Private Limited,Techtextil 2026,TECHTEXTIL,Mumbai,IND,,
Le Merite Tactical &amp; Defence Solutions Private Limited,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,
LENZING FIBERS INDIA PRIVATE LIMITED,Techtextil India 2025,TECHTEXTILINDIA,Coimbatore,IND,j.swapna@lenzing.com,www.lenzing.com
Lenzing Fibers India Pvt Ltd,Intersec 2026,INTERSEC,Coimbatore,IND,j.swapna@lenzing.com,www.lenzing.com
LG Balakrishnan and Bros Ltd,Automechanika Ho Chi Minh City 2026,AUTOMECHANIKAHOCHIMINHCITY,IN-22 Coimbatore,IND,cft.exports@lgb.co.in,www.lgb.co.in
Life Style India,Ambiente 2026,AMBIENTE,Panipat,IND,virender@lifestylesindia.net,www.lifestylesindia.net
Linc Limited,Ambiente 2026,AMBIENTE,"Kolkata, West Bengal",IND,exportsales@linclimited.com,www.linclimited.com
LINC LIMITED,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Kolkata,IND,marketing.kol@linclimited.com,www.linclimited.com
LINC LIMITED,Paperworld Delhi 2026,PAPERWORLDDELHI,Kolkata,IND,marketing.kol@linclimited.com,www.linclimited.com
Linksmart Technologies Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Bengaluru,IND,sathish@linksmartdna.com,www.linksmartdna.com
Lion Industries,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rajkot,IND,lionbaldev@gmail.com,www.autopumps.in
Lipi Marketing Pvt. Ltd.,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,Chennai,IND,neela@lipimarketing.com,WWW.LIPIMARKETING.COM
Lisco Systems Pvt Ltd,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Ahmedabad,IND,yatinsinh@liscosystems.com,www.liscosystems.com
LITEL INFRARED SYSTEMS PVT. LTD.,Techtextil India 2025,TECHTEXTILINDIA,Pune,IND,sales@litelir.com,www.litelir.com
LIVINGUARD TECHNOLOGIES PVT. LTD.,Techtextil India 2025,TECHTEXTILINDIA,Navi Mumbai,IND,michel.waegli@livinguard.com,www.livinguard.com
LIVIN-N-DECOR,Ambiente 2026,AMBIENTE,Moradabad,IND,firasat@livin-n-decor.com,
Livin Products Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Sonipat,IND,aadit@livinblinds.com,www.livinblinds.com
LMC Enterprises Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,admin@lmcent.com,www.lmcent.com
Looms &amp; Knots,Heimtextil 2027,HEIMTEXTIL,Karnal,IND,ashish@loomsnknots.com,WWW.LOOMSNKNOTS.COM
Loomtex Exports,Heimtextil 2027,HEIMTEXTIL,Chennai,IND,kaleeswaran.p@zenclassicgroup.com,www.instagram.com/loomtex_exports
LOVELY OFFSET PRINTERS PRIVATE LIMITED,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Sivakasi,IND,saravananks@lovelyoffset.com,www.lovelystore.in
LOVELY OFFSET PRINTERS PRIVATE LIMITED,Paperworld Delhi 2026,PAPERWORLDDELHI,Sivakasi,IND,saravananks@lovelyoffset.com,
LOYAL TEXTILE MILLS LIMITED,Techtextil India 2025,TECHTEXTILINDIA,Chennai,IND,kannan@loyaltextiles.com,www.loyaltextiles.com
Loyal Textile Mills Ltd.,Intersec 2026,INTERSEC,Chennai,IND,jitendra@loyaltextiles.com,www.loyaltextiles.com
L S Mills Limited,Heimtextil 2027,HEIMTEXTIL,"Theni, Tamil Nadu",IND,info@lsmills.in,www.lsmills.com
Luberr Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Chennai,IND,punniyamoorthy@rikkongroup.com,www.luberr.in
Lucky Automobiles India,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,chakshumanocha486@gmail.com,
Lukko Safety Impex Private Limited,Intersec 2026,INTERSEC,Gurgaon,IND,sales@lukkosafety.com,www.lukkosafety.com
Luman Industries Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rudarpur,IND,cs@lumanauto.net,www.lumanauto.com
Lumina Display Systems Private Limited,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Mumbai,IND,info@luminadisplay.com,www.luminadisplay.com
Lumineye Automotive,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,lumineyeauto@gmail.com,www.lumineyeautomotive.com
Lumocast Digital Signage Private Limited,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,Bhiwandi,IND,director@cansignage.com,
Lumocast Digital Signage Pvt Ltd.,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,MUMBAI,IND,director@cansignage.com,www.cansignage.com
LUTHRA INDUSTRIAL CORPORATION,Automechanika Frankfurt 2026,AUTOMECHANIKA,Agra,IND,info@flywheelassembly.com,www.flywheelassembly.com
Luthra Industrial Corporation,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Agra,IND,info@flywheelassembly.com,www.flywheelassembly.com
LUWA INDIA PVT. LTD.,Techtextil India 2025,TECHTEXTILINDIA,Bangalore North,IND,g.prabha@luwa.in,www.luwa.in
Luxemetal Overseas Private Limited,Light + Building 2026,LIGHTBUILDING,Aligarh,IND,exhibitions@luxegoc.com,luxegoc.com
Luxor International Pvt Ltd,Ambiente 2026,AMBIENTE,Noida,IND,sanjay.dhar@luxoroffice.com,www.luxorpen.com
Luxor International Pvt. Ltd.,Paperworld Middle East 2026,PAPERWORLDMIDDLEEAST,Noida,IND,manuj.gill@luxoroffice.com,www.luxorpen.com
LUXOR WRITING INSTRUMENT PVT. LTD.,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Noida,IND,sohan.singh@luxoroffice.com,www.luxoroffice.com
LUXOR WRITING INSTRUMENT PVT. LTD.,Paperworld Delhi 2026,PAPERWORLDDELHI,Noida,IND,sohan.singh@luxoroffice.com,www.luxoroffice.com
Maa Collections,Heimtextil 2027,HEIMTEXTIL,Panipat,IND,info@maacollections.com,www.maacollections.com
Maan Automotive Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rajkot,IND,sales@maanautomotive.com,
Maa panel India private limited.,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Sabarkantha,IND,info@maplalupanel.com,
Maark Automation,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Coimbatore,IND,maarkautomations@gmail.com,maarkautomation.in
Macas Automotive,Automechanika Frankfurt 2026,AUTOMECHANIKA,Faridabad,IND,sales@macasautomotive.com,www.macasautomotive.com
Macas Automotive,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Faridabad,IND,sales@macasautomotive.com,www.macasautomotive.com
Machine And Spare,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Kancheepuram,IND,sales@machineandspare.com,
Macrosmart Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Noida,IND,saurabh@macbot.co.in,www.macbot.co.in
Madhu Paper Industries,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Ghaziabad,IND,colourpastelpaper@gmail.com,
Madhusudan Texpro Private Limited,Techtextil 2026,TECHTEXTIL,Navapur,IND,,
Madura Coats Private Limited,Intersec 2026,INTERSEC,Bangalore,IND,a.vishnu@coats.com,www.coats.com
Madura Industrial Textiles Ltd.,Techtextil 2026,TECHTEXTIL,Mumbai,IND,shreyashi.deept@maduratex.com,www.maduratex.com
Magbros Filaments Pvt. Ltd.,Techtextil India 2025,TECHTEXTILINDIA,Kathua,IND,ceo@magbrosfilaments.com,www.magbrosfilaments.com
Magnasol LLP,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Bangalore,IND,,
MAGNUM RESOURCES PRIVATE LIMITED,Techtextil India 2025,TECHTEXTILINDIA,New Delhi,IND,dsingh1@magnumresources.co.in,www.magnumresources.co.in
Mahaajay Spinners India Pvt. Ltd.,Texcare International 2024,TEXCARE,Salem,IND,asokan@mahaspinners.com,www.mahaspinners.com
Mahaajay Spinners India Pvt. Ltd.,Heimtextil 2027,HEIMTEXTIL,Salem,IND,asokan@mahaspinners.com,www.mahaspinners.com
Mahalaxmi Exports Pvt. Ltd.,Heimtextil 2027,HEIMTEXTIL,Ahmedabad,IND,anand@mahalaxmigroup.net,www.mrtglobal.com
MAHALAXMI RUBTECH LIMITED,Techtextil India 2025,TECHTEXTILINDIA,Ahmedabad,IND,samir@mrtglobal.com,www.mrtglobal.com
Maharaja Art Palace,Ambiente 2026,AMBIENTE,Delhi,IND,sachinmeh@yahoo.com,www.silvermaharaja.com
MAHARASHTRA BOOK MANUFACTUING COMPANY,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Mumbai,IND,divyan.patel@jagruti.co.in,www.jagruti.co.in
MAHAVIR INDUSTRIES,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Mumbai,IND,priyan.gada@mahvirindustries.com,www.mahavirindustries.com
Mahavir Spinfab Pvt. Ltd.,Intersec 2026,INTERSEC,Kanpur,IND,info@msfgroup.in,www.nomadic.in
Maheshwari Auto And Genral Industries,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,tierosindia@gmail.com,https://www.facebook.com/tierosindia
Mahindra &amp; Mahindra Ltd.,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,MOHALI SAS Nagar,IND,jha.binodanand@mahindra.com,www.mahindra.com
Mahle Engine Components India Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Gurugram,IND,saruchi.mohan@mahle.com,www.in.mahle.com
Mairaj Brothers,Ambiente 2026,AMBIENTE,Moradabad,IND,mairaj@mairajbrothers.com,www.mairajbrothers.com
Makhija International Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,gaurav.m@makhijainternational.com,www.makhijainternational.com
MAKVOLT POWER PRIVATE LIMITED,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Mumbai,IND,info@makvolt.com,makvolt.com
Malani Exim International,Heimtextil 2027,HEIMTEXTIL,New Delhi,IND,malani@malanigroups.com,www.malanigroup.com
Malani Overseas Pvt. Ltd.,Heimtextil 2027,HEIMTEXTIL,Delhi,IND,sales@malanihome.com,www.malanihome.com
Mallcom (India) Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Kolkatta,IND,biman.banerjee@mallcom.in,www.mallcom.in
Mallcom India Ltd.,Intersec 2026,INTERSEC,Kolkata,IND,sales@mallcom.in,www.mallcom.in
Mallow International,Heimtextil 2027,HEIMTEXTIL,"Semmadai, Karur",IND,sub@mallow.in,www.mallow.in
MALMO EXPORTS PRIVATE LIMITED,Beautyworld Dubai 2026,BEAUTYWORLDMIDDLEEAST,THANE,IND,fran@maisonmalmo.com,www.maisonmalmo.com
Manan Textech Global Pvt. Ltd.,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,
